frame,value
451,4.873662
452,4.772127
453,4.949747
454,4.900000
455,4.898979
456,4.824182
457,4.747717
458,4.772127
459,4.898979
460,4.900000
461,4.975196
462,4.772127
463,4.873662
464,4.769978
465,4.848732
466,4.873662
467,4.848732
468,4.824182
469,4.848732
470,4.848732
471,4.924685
472,4.848732
473,4.873662
474,4.924685
475,4.848732
476,4.796917
477,4.924696
478,4.435111
479,4.691574
480,4.848732
481,4.848732
482,4.772127
483,4.847680
484,4.822098
485,4.898979
486,4.949747
487,4.719500
488,4.873662
489,4.873662
490,4.924685
491,4.949747
492,4.744538
493,4.744538
494,4.975196
495,4.975196
496,4.873662
497,4.898979
498,4.924696
499,4.483060
500,4.924696
average,4.832779
