frame,value
426,4.873662
427,4.822098
428,4.796917
429,4.949747
430,4.562587
431,4.873662
432,4.795832
433,4.638007
434,4.848732
435,4.557991
436,4.824182
437,4.796917
438,4.592793
439,4.507625
440,4.555540
441,4.638007
442,4.532598
443,4.616903
444,4.507625
445,4.873662
446,4.848732
447,4.873662
448,4.873662
449,4.641396
450,4.795832
451,4.690416
452,5.027294
453,4.795832
454,4.924696
455,4.587317
456,4.694855
457,4.848732
458,4.772127
459,4.898979
460,4.477215
461,4.924685
462,4.873662
463,4.796917
464,4.447074
465,4.772127
466,4.666283
467,4.744538
468,4.477215
469,4.694855
470,4.873673
471,4.924685
472,4.638007
473,4.924696
474,4.772127
475,4.822110
476,4.898979
477,4.582576
478,4.666283
479,4.690416
480,4.136726
481,4.477215
482,4.744538
483,4.795832
484,4.847680
485,4.847680
486,4.949747
487,4.898979
488,4.796917
489,4.395661
490,4.719500
491,4.719500
492,4.663991
493,3.692745
494,4.848826
495,4.248529
496,4.427189
497,4.242641
498,4.555556
499,4.417261
500,4.664005
average,4.732086
