frame,value
371,4.189425
372,3.988620
373,4.189425
374,4.000000
375,4.255249
376,4.345991
377,4.769978
378,4.583815
379,4.769990
380,4.451991
381,4.557991
382,4.744642
383,4.582576
384,4.275334
385,4.797016
386,4.421144
387,4.313311
388,4.102581
389,4.061278
390,4.014775
391,4.244191
392,4.014775
393,3.880570
394,4.447564
395,4.663991
396,4.013213
397,4.248529
398,4.014775
399,4.333333
400,4.390570
401,4.444444
402,4.444462
403,3.875000
404,3.705209
405,3.797701
406,4.006938
407,3.944254
408,3.909422
409,4.503332
410,3.665083
411,3.545274
412,3.515101
413,3.810004
414,3.938928
415,4.222222
416,4.280806
417,4.610099
418,4.875990
419,4.797016
420,4.795832
421,4.852475
422,4.743416
423,4.663991
424,4.717282
425,4.690416
426,4.717282
427,4.691574
428,4.421144
429,4.248529
430,4.068667
431,4.582576
432,4.068667
433,4.330502
434,4.557991
435,4.162825
436,4.248529
437,4.330502
438,4.306830
439,4.153736
440,4.123106
441,3.972733
442,4.063777
443,4.093119
444,3.972733
445,4.102581
446,4.555540
447,4.557991
448,4.507625
449,4.557991
450,4.111111
451,3.824732
452,3.653657
453,3.585033
454,2.912176
455,3.909422
456,3.354969
457,4.473607
458,3.370999
459,4.244191
460,3.207135
461,3.743884
462,2.884572
463,4.129483
464,3.356586
465,3.328201
466,3.285714
467,3.741657
468,3.279566
469,3.640728
470,4.123106
471,3.560345
472,3.750000
473,3.759302
474,3.645290
475,4.014775
476,4.068667
477,3.296654
478,3.474396
479,4.041452
480,3.585033
481,2.886751
482,3.265986
483,3.679023
484,3.614784
485,4.421144
486,3.807887
487,3.750000
488,3.340766
489,2.598076
490,3.000000
491,3.515101
492,3.569653
493,3.050851
494,3.875000
495,3.674235
496,4.222222
497,2.687936
498,2.229482
499,1.632993
500,2.501851
average,4.160595
